


Memory Speed Simulator

$Id: memspd.c,v 1.1 2001/05/04 13:20:09 carlo Exp carlo $

(C) 2001, Carlo Kopp, Monash CSSE

Syntax: memspd <datafile> <cache-speed> <main-mem-speed>
Cache = 10.000000 [ns] Memory = 100.000000 [ns]
Output data in file speed-instruction-swm.dat
131072 0.999903 10.008730
262144 0.999903 10.008730
524288 0.999904 10.008640
1048576 0.999904 10.008640
2097152 0.999904 10.008640
4194304 0.999904 10.008640
8388608 0.999904 10.008640
Lines processed 6
